Lang code,Devanagari,Definition and notes,IAST (Official Word),IAST s diacritics,Ma Renu Method,Ma Renu s diacritics,Harvard- Kyoto,Alt Spelling 1,Alt Spelling 2,Alt Spelling 3,Alt Spelling 4,Alt Spelling 5,Alt Spelling 6,Unique to ITRANS  ,,,
S,द्वार,"gate, door",dvāra,dvara,,,dvAra,dvarani,,,,,,dwAra,dvaara,dwaara,
S,द्वरि,"gate keepers, warders (K35)",dvārī,dvari,,,dvArI,,,,,,,dwArI,dvaarii,dwaarii,
S,द्वेष,"repulsion (fourth of five kleśas, afflictions), aversion, hatred following painful experience",dveṣa,dvesa,dveṣha,dvesha,dveSa,dwesha,,,,,,dveSha,dweSha,,
S,द्वि,"two, both",dvi,,,,,,,,,,,dwi,,,
S,द्विहृदय,two hearts,dvihṛdaya,dvihrdaya,dvihṛidaya,dvihridaya,dvihRdaya,,,,,,,dvihRRidaya,dvihR^idaya,dwihRRidaya,
S,द्विहृदय,two hearts,dvihṛdaya,,,,,dwihridaya,,,,,,dwihR^idaya,,,
S,द्वितीयो,"two, twofold; eko ahaṁ dvitīyo nāsti, I am one, and two
is none",dvitīyo,dvitiyo,,,dvitIyo,dvitir,,,,,,dvitiiyo,dwitIyo,dwitiiyo,
S,द्विविधः,twofold ,dvividhaḥ,dvividhah,,,dvividhaH,,,,,,,dwiwidhaH,,,
S,एक,one,eka,,,,,ekah,ekaḥ,ekaH,eko,,,,,,
S,एकादशक,the number eleven,ekādaśaka,ekadasaka,ekādaśhaka,ekadashaka,ekAdazaka,ekadasakah,ekādaśa,,,,,ekAdashaka,,,
S,एकादशक,the number eleven,ekādaśaka,,,,,,,,,,,ekAdashaka,,,
S,एकादशी,offerings to deceased ancestors on the 11th day after their death,ekādaśī,ekadasi,ekādaśhī,ekadashi,ekAdazI,,,,,,,ekAdashI,ekaadashii,,
S,एकाग्र,one-pointed (fourth of five states of citta),ekāgra,ekagra,,,ekAgra,aikagry,,,,,,ekaagra,,,
S,एकाग्रता,one-pointedness,ekāgratā,ekagrata,,,ekAgratA,,,,,,,ekaagrataa,,,
S,एकलव्य,a King of the Nishadas in the Mahābhārata,Ekalavya,,,,,ekalabya,,,,,,ekalawya,,,
S,एकान्त,directed or devoted to one person or object,ekānta,ekanta,,,ekAnta,,,,,,,ekaanta,,,
S,एकता,oneness,ekatā,ekata,,,ekatA,ekat,,,,,,ekataa,,,
S,एकेन्द्रिय,dwelling in one sense (the mind); one of the 4 stages of dispassion,ekendriya,,,,,,,,,,,,,,
S,एलोरा,caves in India carved by saints who did nothing but art ,Ellora,,,,,elora,,,,,,,,,
S,एषा,this,eṣā,esa,eṣhā,esha,eSA,,,,,,,eShA,eShaa,,
S,एतद्,this,etad,,,,,,,,,,,,,,
S,एतया,by this,etayā,etaya,,,etayA,,,,,,,etayaa,,,
S,एव,like,eva,,,,,,,,,,,ewa,,,
S,गदा,"mace, club as held by Hanuman or Viṣṇu",gadā,gada,,,gadA,,,,,,,gadaa,,,
S,गज,elephant,gaja,,,,,,,,,,,,,,
S,गल,"throat, neck",gala,,,,,,,,,,,,,,
S,गमन,going,gamana,,,,,gamanam,,,,,,,,,
S,गण,"meaning of Gaṇeśa: Lord of the gaṇas, senses in the body or servants of Śiva",gaṇa,gana,,,gaNa,ganah,ganas,,,,,,,,
S,गन्ध,"smell, subtle element of odor (gandha tanmātra)",gandha,,,,,,,,,,,,,,
S,गन्ध तन्मात्र,subtle principle of fragrance & smell (Nāsika) ; associated with the earth element & Mūlādhāra Cakra,gandha tanmātra,gandha tanmatra,,,gandha tanmAtra,,,,,,,gandha tanmaatra,,,
S,गन्धर्व,celestial musicians,gandharva,,,,,gandarva,gandarvas,,,,,,,,
S,गणेश,the remover of obstacles and thought to bring good luck; the patron of arts and sciences; the deva of intellect and wisdom; as the god of beginnings he is honoured at the start of rites and ceremonies ,Gaṇeśa,Ganesa,Gaṇeśha,Ganesha,gaNeza,,,,,,,gaNesha,,,
S,गणेश्वर,epithet of Ganesh,gaṇeśvara,ganesvara,gaṇeśhvara,ganeshvara,gaNezvara,ganeshwari,,,,,,gaNeshvara,gaNeshwara,,
,गङ्गा,a holy river in India originating from the western Himālaya mountains; wife of Śāntanu in the Mahābhārata,Gaṅgā,Ganga,,,gaGgA,,,,,,,ga~Ngaa,,,
S,गर्भ,"womb; embryo; inner, interior",garbha,,,,,garbhe,garbah,,,,,,,,
S,गार्गी,a woman great saint in one of the Upanishads; Gārgī Vacaknavī,Gārgī,Gargi,,,gArgI,gargi,,,,,,gaargii,,,
S,गार्हस्थ्य,"household, domestic affairs; one of four stages of life of a householder",gārhasthya,garhasthya,,,gArhasthya,garhastya,,,,,,gaarhasthya,,,
S,गढ़वल,a district in the Indian state of Uttarakhand which borders the Kumoan region; Garhwal mountains,Garhwal,,,,,garhval,garwhal,,,,,,,,
S,गरुड,"eagle; king of the eagles, a  symbol of dharma, right action, preservation of virtue; vehicle of Viṣṇu",garuḍa,garuda,,,garuDa,,,,,,,,,,
S,गात्रम्,limb or member of the body,gātram,gatram,,,gAtram,,,,,,,gaatram,,,
S,गौरी,a name for Pārvatī,Gauri,,,,,gauri,,,,,,,,,
S,गौतम,"one, who dispels darkness (i.e., ignorance) by his brilliance (i.e., spiritual knowledge).[1]",Gautama,,,,,gautama,,,,,,,,,
S,घण्टु,bell; a string of bells as tied on an elephant's chest by way of ornament,ghaṇṭu,,,,ghaNTa,ghantu,ghaNTu,ghaṇṭa,,,,,,,
S,घेरंड,a sage or Ṛṣi who expounded the teachings & 7 limbs of Haṭha Yoga in the Gheraṇḍa Saṃhitā,Gheraṇḍa,Gheranda,,,gheraNDa,,,,,,,,,,
S,घेरंडसंहिता,text on Haṭha Yoga compiled by the sage Gheraṇḍa,Gheraṇḍa Saṃhitā,gheranda samhita,,,gheraNDa saMhitA,,,,,,,gheraNDa saMhitaa,gheraNDa sa.nhitaa,gheraNDa sa.mhitaa,
S,घोर,"ferocity, a type of vyutthāna-vṛtti; rajas predominant; darkness and ignorance; turbulent",ghora,,,,,,ghorāḥ,ghorah,ghorAH,ghoraaH,,,,,
S,घोरी,light and knowledge,ghorī,ghori,,,ghorI,,,,,,,ghorii,,,
S,घ्राण,the nose,ghrāṇa,ghrana,,,ghrANa,,,,,,,ghraaNa,,,
S,घृत,"ghee, clarified butter",ghṛta,ghrta,ghṛita,ghrita,ghRta,ghrit,,,,,,ghR^ita,ghRRita,,
S,गिरि,"hill, mountain, or huge rock",giri,,,,,ghiri,,,,,,,,,
S,गीत,"sung, chanted, declared, told, said",gīta,gita,,,gIta,,,,,,,giita,,,
,गीता,name given to certain sacred writings in verse; as in the Bhagavad Gītā (God's song),gītā,gita,,,gItA,,,,,,,giitaa,,,
S,गोलोक,"go = cow, loka = world, cow-world, a part of Heaven; Kṛṣṇa's heaven",goloka,,,,,,,,,,,,,,
S,गोपाल,"another name for Kṛṣṇa, cowherd",Gopāla,gopala,,,gopAla,gopal,,,,,,gopaala,,,
S,गोपी,"cowherd's wife, female guardian; consorts and devotees of Kṛṣṇa",gopī,gopi,,,gopI,gopis,,,,,,gopii,,,
S,गोरखपुर,a location where Gorakhnath was born and the center of the Nath sect; location of Gita Press,Gorakhpur,,,,,Gorakpur,gurakpur,,,,,,,,
S,गोरक्ष,"protector of the herd; an inhabitant of Nepal; also refers to Gorakṣanātha, author of Gorakṣaśataka",Gorakṣa,Goraksa,Gorakṣha,Goraksha,gorakSa,,,,,,,gorakSha,goraxa,,
S,गोरक्षनाथ,"also called Gorakhnath, c. early 11th century, yogi and saint, founder of the Nath Hindu monastic movement in India, to whom the Gorakṣaśataka (an early treatise on Haṭha yoga) was attributed",Gorakṣanātha,Goraksanatha,Gorakṣhanātha,Gorakshanatha,gorakSanAtha,guraknath,Gorakhnath,,,,,gorakShanAtha,gorakShanaatha,,
S,गोता,cow,gotā,gota,,,gotA,,,,,,,gotaa,,,
S,गोवर्धन,a renouned hill in the Vrindavan area,Govardhana,,,,,,,,,,,gowardhana,,,
S,गोविन्द,a name of Kṛṣṇa,Govinda,,,,,govinda,,,,,,gowinda,,,
S,ग्रह,planet,graha,,,,,,,,,,,,,,
S,ग्रहण,"instruments (of experience), the instrumental level, the mind field, instrument of cognition or apprehension, the process and fact of experiencing, subjective experience",grahaṇa,grahana,,,grahaNa,,,,,,,,,,
S,ग्रहीतृ,"subjective principle, cognizer, apprehender, experiencer",grahītṛ,grahitr,grahītri,grahitri,grahItR,,,,,,,grahiitR^i,grahiitRRi,grahItR^i,
S,ग्रहीतृ,"subjective principle, cognizer, apprehender, experiencer",grahītṛ,,,,,,,,,,,grahItRRi,,,
S,ग्राह्य,"objects (of experience), objects received, object experienced",grāhya,grahya,,,grAhya,,,,,,,graahya,,,
S,ग्राह्येषु,object cognized or apprehended,grāhyeṣu,grahyesu,grāhyeṣhu,grahyeshu,grAhyeSu,,,,,,,graahyeShu,grAhyeShu,,
S,ग्रन्थ,treatise,grantha,,,,,,,,,,,,,,
S,ग्रन्थि,"knot, the person who reads scripture in the Sikh temple",granthi,,,,,granthl,granthis,,,,,,,,
S,गुजराट,a state in Western India whose language is Gujarati,Gujarāt,Gujarat,,,gujarAt,gujarat,,,,,,gujaraat,,,
S,गुजराटी,"the language spoken by the people of Gujarat, a state in Western India",Gujarātī,Gujarati,,,gujarAtI,,,,,,,gujaraatii,,,
S,गुण,quality of creation or nature; quality of matter; energetic quality: literally rope with three strands,guṇa,guna,,,guNa,gunah,gunas,gunic,,,,,,,
S,गुणन,"pointing out merits or virtues, repetition, enumeration, multiplication; in Hindi ""Ahamkar ka vichar, gunaun se hota hai.""",guṇana,gunana,,,guNana,gunaun,,,,,,,,,
S,गुणसाम्य,state of the three Guṇas in equilibrium,guṇasāmya,gunasamya,,,guNasAmya,,,,,,,guNasaamya,,,
S,गुणाश्रय,receptacles of the guṇas,guṇāśraya,gunasraya,guṇāśhraya,gunashraya,guNAzraya,,,,,,,guNAshraya,guNaashraya,,
S,गुणातीत,"one freed from all qualities; Ishwara is gunatita, beyond the gunas",guṇātīta,gunatita,,,guNAtIta,,,,,,,guNaatiita,,,
S,गुप्त,hidden; secret,gupta,,,,,,,,,,,,,,
S,गुरु,"teacher: literally, bringing light to darkness",guru,,,,,guru's,gurus,,,,,,,,
S,गुरुदेवत,"guru = perception, deva = god; the term deva is used as a mark of respect",gurudeva,,,,,gurudev,,,,,,gurudewa,,,
S,गुरुकुल,the house of a guru,gurukula,,,,,gurukul,,,,,,,,,
S,हल्द्वानी,the largest city of Kumaon. ,Haldvānī,Haldvani,,,haldvAnI,haldwani,,,,,,haldwAnI,haldvaanii,haldwaanii,
S,हं,"bīja (seed) mantra of the ether/space element & viśuddha cakra; one of the 12 mahāvākyas, sacred utterances/mantras of the Upaniṣads; ""Haṅ Saḥ"", aka Haṁ Saḥ; from 'aham' = I + saḥ = that",haṃ,hamsa,,,haM,haṁ,haṅ,haṅ,,,,ha.m,ha.n,,
S,हंस,swan,haṃsa,hamsa,,,haMsa,haṁsa,,,,,,ha.nsa,ha.msa,,
S,हनु,"part of Hanuman name: hanu = destroy or chin, man = ego (Hanuman means whose ego is destroyed)",hanu,,,,,,,,,,,,,,
S,हनुमान्,"the powerful monkey chief, hero in the epic Rāmāyaṇa, devotee of Śrī Rāma, born of the elements and aspects of Devas representing dharma and devotion, also symbol of prāṇa",Hanumān,hanuman,,,hanumAn,hanumans,,,,,,hanumaan,,,
S,हार,relating to Śiva,hāra,hara,,,hAra,,,,,,,haara,,,
S,हरि,"a name for Śrī Kṛṣṇa that means ""one who takes away""; a name for Viṣṇu",Hari,,,,,hari,,,,,,,,,
S,हरिद्वार,"City of Pilgrimage, the outskirts of which is where Sri Ram Aśram is located.",Haridvāra,Haridvara,,,haridvAra,haridwar,,,,,,haridwAra,haridvaara,haridwaara,
S,हर्ष,joy (BG 1:12 and XVIII:27),harṣa,harsa,harṣha,harsha,harSa,,,,,,,harSha,,,
S,हर्षम्,joy (BG 1:12 and XVIII:27),harṣam,harsam,harṣham,harsham,harSam,,,,,,,harSham,,,
S,हस्त,"hand; as in varada hasta, the hand pose in some depictions of Gods, confiring a boon, the boon pose",hasta,,,,,bastha,,,,,,,,,
S,हस्तिनापुर,"a city in the Indian state of Uttar Pradesh; In the Mahābhārata, Hastināpur was the capital of the kingdom of King Dhṛtarāṣṭra. It represents the field of action, dharmakṣetra, where manas always exists and rules",Hastināpura,Hastinapura,,,hastinApura,Hastinapur,astinapur,hastinapur,,,,hastinaapura,,,
S,हठ,"A form of Yoga, Hatha-Yoga.  Literally means force",haṭha,hatha,,,haTha,,,,,,,,,,
S,हठ रत्नावली,text on Haṭha Yoga,haṭha ratnāvalī,hatha ratnavali,,,haTha ratnAvalI,ratnāvalī,ratnavali,,,,,haTha ratnaavalii,haTha ratnAwalI,haTha ratnaawalii,
S,हठ योग प्रदीपिका,text on Haṭha Yoga & Laya Yoga compiled by Yogi Svātmarāma,haṭha yoga pradīpikā,hatha yoga pradipika,,,haTha yoga pradIpikA,,,,,,,haTha yoga pradiipikaa,,,
S,हौं,a bīja mantra,hauṃ,haun,,,hauM,haum,hauṁ,hauṅ,,,,hau.m,hau.n,,
S,हीम्,light (refering to quality of food) [unable to verify spelling],heem,,,,,,,,,,,,,,
S,हेतौ,action by which a result is brought about,hetau,,,,,,,,,,,,,,
S,हेतु:,"the cause, motive; as in ""the cause of the avoidable pain"" YS II:16",hetuḥ,hetuh,,,hetuH,hetu,,,,,,,,,
S,हेतुक,"conditioned by, caused by, effecting, it's motive",hetuka,,,,,hetukam,,,,,,,,,
S,हेतुमत्,"is possessing, depending upon a cause, caused",hetumat,,,,,,,,,,,,,,
S,हेय,"to be left or abandonded; of the avoidable; ""heya hetuḥ"" - is a part of Sūtra 17 of Sādhana Pāda",heya,,,,,hea,,,,,,,,,
S,हिंसा,violence,hiṃsā,himsa,,,hiMsA,hiṁsa,,,,,,hiMsaa,,,
S,हिन्दी,"an official language of India written in Devanāgarī with many words from Sanksrit (Saṃskṛta), most widely spoken in northern India",hindī,Hindi,,,hindI,,,,,,,hindii,,,
S,हिन्दु,a follower of Hinduism,Hindu,,,,,hindu,indu,,,,,,,,
S,हिरण्य,imperishable matter,hiraṇya,hiranya,,,hiraNya,,,,,,,,,,
S,हिरण्यगर्भ,golden womb,hiraṇyagarbha,hiranyagarbha,,,hiraNyagarbha,,,,,,,,,,
S,हिरण्यकशिपु,a daitya king of the asuras in the Puranas; one of two brothers said to have destroyed saintly people,Hiraṇyakaśipu,Hiranyakasipu,Hiraṇyakaśhipu,Hiranyakashipu,hiraNyakazipu,kshipu,,,,,,hiraNyakashipu,,,
S,होली,"a Hindu festival of colours, love, and spring; signifying the love of the deities Radha and Kṛṣṇa",holī,holi,,,,holI,,,,,,holii,,,
S,होम,oblation or sacrifice,homa,,,,,,,,,,,,,,
S,होटा,stolen goods; priest in charge of offering oblations,hoṭā,hota,,,hoTA,,,,,,,hoTaa,,,
S,हृदय,heart; heart center; a name,hṛdaya,hrdaya,hṛidaya,hridaya,hRdaya,hridayam,,,,,,hR^idaya,hRRidaya,,
S,ह्रीं,"In tantra, a term for natural movement of triangle, pranava or OM",hriṃ,hrim,,,hriM,hring,hriṁ,,,,,hri.n,hri.m,,
S,ह्रों,"a bija sound, a purifying mantra, Om hrong",hroṃ,hrom,,,hroM,hroṁ,hrong,,,,,hro.n,hro.m,,
S,हृषीकेश,an epithet of Viṣṇu.,Hṛṣīkēśa,Hrsikesa,Hṛiṣhīkeśha,Hrishikesha,hRSIkeza,hrishikesha,,,,,,hR^iShIkesha,hRRiShIkesha,,
S,हृषीकेश,an epithet of Viṣṇu.,Hṛṣīkēśa,,,,,,,,,,,hRRiShiikesha,,,
S,हुम् or हुं,a bija sound representing Lord Śiva,huṃ,hum,,,huM,huṁ,hoong,hun,,,,hu.n,hu.m,,
S,इच्छा,cosmic will; rajas-guṇa; one of three cosmic energies; as in icchā śakti,icchā ,iccha,ichchhā,ichchha,icchA,icha,,,,,,ichChA,ichChaa,,
S,इडा,"literally means just now (idānīm);  as in iḍā nāḍī, the subtle energy channel in the spine that exits the left nostril.",iḍā,ida,,,iDA,,,,,,,iDaa,,,
S,इदम्,this,idaṃ,idam,,,idaM,idaṁ,,,,,,ida.n,ida.m,,
S,इदानीम्,"now, at this moment, in this case",idānīm,idanim,,,idAnIm,,,,,,,idaaniim,,,
S,इन्द्र,king of the devas,Indra,,,,,indra,,,,,,,,,
S,इन्द्रलोक,"Indra's world, Indra's heaven",indraloka,,,,,,,,,,,,,,
S,इन्द्रिय,"senses, of which there are eleven: manas (thinking or recording mind), the five jñānendriyas (organs of perception: the ears, skin, eyes, tongue, and nose), and the five karmendriyas (organs of action: the vocal chords, hands, legs, genitals, and anus)",indriya,,,,,endriyas,indriyas,indriyam,indriyani,,,,,,
S,इन्द्रियघात,weakness of the sense organs,indriyaghāta,indriyaghata,,,indriyaghAta,indriyaghat,,,,,,indriyaghaata,,,
S,ईर्ष्या,"jealousy; results from rāga, attraction, as the mind wants all pleasure for itself",īrṣyā,irsya,īrṣhyā,irshya,IrSyA,,,,,,,IrShyA,iirShyaa,,
S,ईश,"highest; one root in ""Isvara"" which means gives at will",īśa,isa,īśha,isha,Iza,,,,,,,Isha,iisha,,
S,ईश्वर,"personified God, Lord of Creation, ruler of the creation, a special puruṣa not affected by kleśa, karma, vipāka nor āśaya; the union of puruṣa and prakṛti; as in, Īśvara praṇidhāna, or surrender to God (one of the five niyamas, one of the three methods of Kriyā Yoga, a method to attain samādhi)",Īśvara,Isvara,Īśhvara,Ishvara,Izvara,,,,,,,iishvara,iishwara,Ishwara,
S,ईश्वर,"personified God, Lord of Creation, ruler of the creation, a special puruṣa not affected by kleśa, karma, vipāka nor āśaya; the union of puruṣa and prakṛti; as in, Īśvara praṇidhāna, or surrender to God (one of the five niyamas, one of the three methods of Kriyā Yoga, a method to attain samādhi)",Īśvara,,,,,ishwara,iahwara,iswara,,,,,,,
S,इष्ट,"sought, beloved, agreeable, cherished, respected",iṣṭa,ista,iṣhṭa,ishta,iSTa,,,,,,,iShTa ,,,
S,इष्टदेवता,"chosen, beloved, or worshipped form of the Divine",iṣṭadevatā,istadevata,iṣhṭadevatā,ishtadevata,iSTadevaytA,,,,,,,iShTadevatA,iShTadevataa,,
S,इष्टदेवता,"chosen, beloved, or worshipped form of the Divine",iṣṭadevatā,,,,,,,,,,,iShTadewatA,iShTadewataa,,
S,इष्टापूर्त,filled up or stored sacraficial rites,iṣṭāpūrta,istapurta,iṣhṭāpūrta,ishtapurta,iSTApUrta,istapurata,,,,,,iShTApUrta,iShTaapuurta,,
S,इष्यते,be wanted,iṣyate,isyate,iṣhyate,ishyate,iSyate,,,,,,,iShyate,,,
S,इतरत्र,"elsewhere, other states",itaratra,,,,,,,,,,,,,,
S,इतरेषाम्,of others,itareṣām,itaresam,itareṣhām,itaresham,itareSAm,,,,,,,itareShaam,,,
S,इति,"thus, so, such",iti,,,,,,,,,,,,,,
S,इत्था,"truly, really, so devout or pious, performing such true works (often connected with words expressing devotion to the Gods)",itthā,ittha,,,itthA,itta,,,,,,itthaa,,,
S,इव,"as though, as if",iva,,,,,,,,,,,iwa,,,
S,जड,"numb, apathetic, unintelligent, motionless, lifeless, water, void of life, stupefying, stunned, stiff, paralyzed",jaḍa,jada,,,jaDa,,,,,,,,,,
S,जागेश्वर,Hindu pilgrimage town near Almora in the Indian state of Uttarakhand,Jāgeśvara,Jagesvara,jāgeśhvara,Jageshvara,jAgezvara,jageshwar,,,,,,jAgeshvara,jaageshvara,,
S,जागेश्वर,Hindu pilgrimage town near Almora in the Indian state of Uttarakhand,Jāgeśvara,,,,,,,,,,,jAgeshwara,jaageshwara,,
